IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.																													
To be completed by wet lab team member																		Sequncing file index (DO NOT CHANGE)	To be completed by bioinformatics team member										
Sample Index (from MSTS)	sample ID (from MSTS)	Label (for QC report)	species 	Experiment Index (from METS)	Team member intials	Date submitted for sequencing	Library ID	Sequencing ID	Experiment type	Sequening core	Machine	Sequening length	Read type	Portion of lane	i7 index (if applicable)	i5 Index (or single index)	Notes		Date sequencing completed	Team member intitials	Genome	Total_reads	Final_reads	Final_yield	Mito_frac	TSS_enrichment	FRoP	Link for sharing files	Notes
SAMP-948	6282_nPOD_1	nPOD_1	Human	EXP-1393	JYH	2018-11-20	JYH_774	JYH_774	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+50	PE		1	1-8	Use tn5 Plate 1&4 (1-96, 289-384), Primer plate 1,2,3,4 (384 primer sets)	SEQ-2167											
SAMP-688	A0016	A0016_T2D	Human	EXP-1394	JYH	2018-11-23	JYH_775	JYH_775	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+50	PE		2	1-8	Tn5 plate 2, 8 primer plates (Use whole primer sets)	SEQ-2168											
SAMP-691	A0018	A0018_Control	Human	EXP-1395	JYH	2018-11-23	JYH_776	JYH_776	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+50	PE		3	1-8	Tn5 plate 3, 8 primer plates (Use whole primer sets)	SEQ-2169											
SAMP-879	WT 1	WT 1	mouse	EXP-1343	JYH	2018-12-04	JYH_762	JYH_762_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N702	S502	Webster	SEQ-2170											
SAMP-880	WT 2	WT 2	mouse	EXP-1344	JYH	2018-12-04	JYH_763	JYH_763_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N703	S503	Webster	SEQ-2171											
SAMP-881	Gnas KO 1	Gnas KO 1	mouse	EXP-1345	JYH	2018-12-04	JYH_764	JYH_764_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N704	S505	Webster	SEQ-2172											
SAMP-882	Gnas KO 2	Gnas KO 2	mouse	EXP-1346	JYH	2018-12-04	JYH_765	JYH_765_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N705	S506	Webster	SEQ-2173											
SAMP-883	WT 1 + CPT	WT 1 + CPT	mouse	EXP-1347	JYH	2018-12-04	JYH_766	JYH_766_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N706	S507	Webster	SEQ-2174											
SAMP-884	WT 2 + CPT	WT 2 + CPT	mouse	EXP-1348	JYH	2018-12-04	JYH_767	JYH_767_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N707	S508	Webster	SEQ-2175											
SAMP-885	Gnas KO 1 + CPT	Gnas KO 1 + CPT	mouse	EXP-1349	JYH	2018-12-04	JYH_768	JYH_768_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N710	S510	Webster	SEQ-2176											
SAMP-886	Gnas KO 2 + CPT	Gnas KO 2 + CPT	mouse	EXP-1350	JYH	2018-12-04	JYH_769	JYH_769_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N711	S511	Webster	SEQ-2177											
SAMP-887	IRF4 KO 1	IRF4 KO 1	mouse	EXP-1351	JYH	2018-12-04	JYH_770	JYH_770_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N712	S502	Webster	SEQ-2178											
SAMP-888	IRF4 KO 2	IRF4 KO 2	mouse	EXP-1352	JYH	2018-12-04	JYH_771	JYH_771_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N701	S503	Webster	SEQ-2179											
SAMP-889	IRF4 KO 1 + Dox	IRF4 KO 1 + Dox	mouse	EXP-1353	JYH	2018-12-04	JYH_772	JYH_772_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N702	S505	Webster	SEQ-2180											
SAMP-890	IRF4 KO 2 + Dox	IRF4 KO 2 + Dox	mouse	EXP-1354	JYH	2018-12-04	JYH_773	JYH_773_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N703	S506	Webster	SEQ-2181											
SAMP-925	EF05D_EB_R1	Elie D5	human	EXP-1357	XH	2018-12-06	XH_93	XH_93	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+50	PE					SEQ-2182											
SAMP-926	EF07D_EB_R1	Elie D7	human	EXP-1358	XH	2018-12-06	XH_94	XH_94	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+50	PE					SEQ-2183											
SAMP-927	EF15D_EB_R1	Elie D15	human	EXP-1359	XH	2018-12-06	XH_95	XH_95	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+50	PE					SEQ-2184											
SAMP-928	EF25D_EB_R1	Elie D25	human	EXP-1360	XH	2018-12-06	XH_96	XH_96	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+50	PE					SEQ-2185											
SAMP-936	Aging mouse dorsal hippocampus 3 month_Re	MA hippocampus 3_10_18	mouse	EXP-1384	XH	2018-12-10	XH_101[1]	XH_101[1]	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+51	PE					SEQ-2186											
SAMP-937	Aging mouse dorsal hippocampus 10 month_Re	MA hippocampus 3_10_18	mouse	EXP-1385	XH	2018-12-10	XH_101[2]	XH_101[2]	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+52	PE					SEQ-2187											
SAMP-938	Aging mouse dorsal hippocampus 18 month_Re	MA hippocampus 3_10_18	mouse	EXP-1386	XH	2018-12-10	XH_101[3]	XH_101[3]	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+53	PE					SEQ-2188											
SAMP-943	B6_p0_male_Run2	UCS kidney	mouse	EXP-1387	XH	2018-12-11	XH_102[1]	XH_102[1]	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+54	PE					SEQ-2189											
SAMP-944	B6_p0_female_Run2	UCS kidney	mouse	EXP-1388	XH	2018-12-11	XH_102[2]	XH_102[2]	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+55	PE					SEQ-2190											
SAMP-226	D00_Rep1	D00_Rep1 H3K27me3	human	EXP-1309	RMM	2018-12-17	RMM_125	RMM_125_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A010			SEQ-2191											
SAMP-230	D05_Rep1_VE	D05_Rep1_VE H3K27me3	human	EXP-1310	RMM	2018-12-17	RMM_127	RMM_127_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A012			SEQ-2192											
SAMP-232	D07_Rep1_VE	D07_Rep1_VE H3K27me3	human	EXP-1311	RMM	2018-12-17	RMM_128	RMM_128_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A013			SEQ-2193											
SAMP-234	D09_Rep1_VE	D09_Rep1_VE H3K27me3	human	EXP-1312	RMM	2018-12-17	RMM_129	RMM_129_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A014			SEQ-2194											
SAMP-236	D15_Rep1_VE	D15_Rep1_VE H3K27me3	human	EXP-1313	RMM	2018-12-17	RMM_130	RMM_130_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A015			SEQ-2195											
SAMP-238	D05_Rep1_CM	D05_Rep1_CM H3K27me3	human	EXP-1314	RMM	2018-12-17	RMM_131	RMM_131_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A016			SEQ-2196											
SAMP-240	D07_Rep1_CM	D07_Rep1_CM H3K27me3	human	EXP-1315	RMM	2018-12-17	RMM_132	RMM_132_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A018			SEQ-2197											
SAMP-242	D09_Rep1_CM	D09_Rep1_CM H3K27me3	human	EXP-1316	RMM	2018-12-17	RMM_133	RMM_133_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A019			SEQ-2198											
SAMP-244	D15_Rep1_CM	D15_Rep1_CM H3K27me3	human	EXP-1317	RMM	2018-12-17	RMM_134	RMM_134_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A020			SEQ-2199											
SAMP-246	D05_Rep1_Epi	D05_Rep1_Epi H3K27me3	human	EXP-1318	RMM	2018-12-17	RMM_135	RMM_135_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A021			SEQ-2200											
SAMP-248	D07_Rep1_Epi	D07_Rep1_Epi H3K27me3	human	EXP-1319	RMM	2018-12-17	RMM_136	RMM_136_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A022			SEQ-2201											
SAMP-252	D15_Rep1_Epi	D15_Rep1_Epi H3K27me3	human	EXP-1320	RMM	2018-12-17	RMM_138	RMM_138_2	ChIP-Seq	EPIGEN	NextSeq550 High	75	SE	0.16	A025			SEQ-2202											
SAMP-945	Aging mouse heart 3 month_Re	Mouse aging hear 3_10_18	mouse	EXP-1389	XH	2018-12-19	XH_103[1]	XH_103[1]	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+53	PE					SEQ-2203											
SAMP-946	Aging mouse heart 10 month_Re	Mouse aging hear 3_10_18	mouse	EXP-1390	XH	2018-12-19	XH_103[2]	XH_103[2]	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+54	PE					SEQ-2204											
SAMP-947	Aging mouse heart 18 month_Re	Mouse aging hear 3_10_18	mouse	EXP-1391	XH	2018-12-19	XH_103[3]	XH_103[3]	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+55	PE					SEQ-2205											
SAMP-894	spleen2_2	spleen2_2_scATAC	mouse	EXP-1392	JYH	2018-12-14	JYH_777	JYH_777	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+55	PE	0.33	4	1-8	Mixed with biobank	SEQ-2206											
SAMP-688	A0016	A0016	human	EXP-1394	JYH	2018-12-14	JYH_775	JYH_775_2	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+55	PE	0.33	2	1-8		SEQ-2207											
SAMP-691	A0018	A0018	human	EXP-1395	JYH	2018-12-14	JYH_776	JYH_776_2	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+55	PE	0.33	3	1-8		SEQ-2208											
SAMP-734	NJ_01	LNZ308 (glioma cell line)	Human	EXP-1262	JYH	2018-12-27	JYH_715	JYH_715_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	N716	X520	Combined	SEQ-2209											
SAMP-735	NJ_02	LNZ308 (glioma cell line)	Human	EXP-1263	JYH	2018-12-27	JYH_716	JYH_716_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	N718	X521	Combined	SEQ-2210											
SAMP-736	NJ_03	U87 (glioma cell line)	Human	EXP-1264	JYH	2018-12-27	JYH_717	JYH_717_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	N719	X522	Combined	SEQ-2211											
SAMP-737	NJ_04	U87 (glioma cell line)	Human	EXP-1265	JYH	2018-12-27	JYH_718	JYH_718_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	N721	X523	Combined	SEQ-2212											
SAMP-738	NJ_05	GSC23 (glioma cell line)	Human	EXP-1266	JYH	2018-12-27	JYH_719	JYH_719_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	X743	X524	Combined	SEQ-2213											
SAMP-739	NJ_06	GSC23 (glioma cell line)	Human	EXP-1267	JYH	2018-12-27	JYH_720	JYH_720_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	X744	X525	Combined	SEQ-2214											
SAMP-740	NJ_07	LN229 (glioma cell line)	Human	EXP-1268	JYH	2018-12-27	JYH_721	JYH_721_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	X745	X526	Combined	SEQ-2215											
SAMP-741	NJ_08	LN229 (glioma cell line)	Human	EXP-1269	JYH	2018-12-27	JYH_722	JYH_722_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	X746	X527	Combined	SEQ-2216											
SAMP-742	NJ_09	T98G (glioma cell line)	Human	EXP-1270	JYH	2018-12-27	JYH_723	JYH_723_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	X747	X528	Combined	SEQ-2217											
SAMP-743	NJ_10	T98G (glioma cell line)	Human	EXP-1271	JYH	2018-12-27	JYH_724	JYH_724_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	X748	X529	Combined	SEQ-2218											
SAMP-744	NJ_11	TS576 (glioma cell line)	Human	EXP-1272	JYH	2018-12-27	JYH_725	JYH_725_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	X749	X530	Combined	SEQ-2219											
SAMP-745	NJ_12	TS576 (glioma cell line)	Human	EXP-1273	JYH	2018-12-27	JYH_726	JYH_726_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	X750	X531	Combined	SEQ-2220											
SAMP-746	NJ_13	H522 (lung cell line)	Human	EXP-1274	JYH	2018-12-27	JYH_727	JYH_727_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	X751	X532	Combined	SEQ-2221											
SAMP-747	NJ_14	H522 (lung cell line)	Human	EXP-1275	JYH	2018-12-27	JYH_728	JYH_728_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	X752	X533	Combined	SEQ-2222											
SAMP-748	NJ_15	HCC827 (lung cell line)	Human	EXP-1276	JYH	2018-12-27	JYH_729	JYH_729_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	X753	X534	Combined	SEQ-2223											
SAMP-749	NJ_16	HCC827 (lung cell line)	Human	EXP-1277	JYH	2018-12-27	JYH_730	JYH_730_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	X754	X535	Combined	SEQ-2224											
SAMP-837	IAA_CMV_CONTROL	IAA_CMV_CONTROL	Human	EXP-1278	JYH	2018-12-27	JYH_731	JYH_731_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.14	N702	S502	Combined	SEQ-2225											
SAMP-840	IAA_RAD21_CONT	IAA_RAD21_CONT	Human	EXP-1281	JYH	2018-12-27	JYH_734	JYH_734_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.14	N705	S506	Combined	SEQ-2226											
SAMP-841	IAA_20'_RAD21	IAA_20'_RAD21	Human	EXP-1282	JYH	2018-12-27	JYH_735	JYH_735_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.14	N706	S507	Combined	SEQ-2227											
SAMP-842	IAA_6H_RAD21	IAA_6H_RAD21	Human	EXP-1283	JYH	2018-12-27	JYH_736	JYH_736_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.14	N707	S508	Combined	SEQ-2228											
SAMP-846	withrawal_RAD21_cont	withrawal_RAD21_cont	Human	EXP-1287	JYH	2018-12-27	JYH_740	JYH_740_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.14	N701	S503	Combined	SEQ-2229											
SAMP-847	HCT116_RAD21_mAID	HCT116_RAD21_mAID	Human	EXP-1288	JYH	2018-12-27	JYH_741	JYH_741_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.14	N702	S505	Combined	SEQ-2230											
SAMP-848	withrawal_RAD21_6h	withrawal_RAD21_6h	Human	EXP-1289	JYH	2018-12-27	JYH_742	JYH_742_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.14	N703	S506	Combined	SEQ-2231											
SAMP-879	WT 1	WT 1	mouse	EXP-1343	JYH	2018-12-27	JYH_762	JYH_762_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N702	S502	Combined	SEQ-2232											
SAMP-880	WT 2	WT 2	mouse	EXP-1344	JYH	2018-12-27	JYH_763	JYH_763_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N703	S503	Combined	SEQ-2233											
SAMP-881	Gnas KO 1	Gnas KO 1	mouse	EXP-1345	JYH	2018-12-27	JYH_764	JYH_764_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N704	S505	Combined	SEQ-2234											
SAMP-882	Gnas KO 2	Gnas KO 2	mouse	EXP-1346	JYH	2018-12-27	JYH_765	JYH_765_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N705	S506	Combined	SEQ-2235											
SAMP-883	WT 1 + CPT	WT 1 + CPT	mouse	EXP-1347	JYH	2018-12-27	JYH_766	JYH_766_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N706	S507	Combined	SEQ-2236											
SAMP-884	WT 2 + CPT	WT 2 + CPT	mouse	EXP-1348	JYH	2018-12-27	JYH_767	JYH_767_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N707	S508	Combined	SEQ-2237											
SAMP-885	Gnas KO 1 + CPT	Gnas KO 1 + CPT	mouse	EXP-1349	JYH	2018-12-27	JYH_768	JYH_768_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N710	S510	Combined	SEQ-2238											
SAMP-886	Gnas KO 2 + CPT	Gnas KO 2 + CPT	mouse	EXP-1350	JYH	2018-12-27	JYH_769	JYH_769_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N711	S511	Combined	SEQ-2239											
SAMP-887	IRF4 KO 1	IRF4 KO 1	mouse	EXP-1351	JYH	2018-12-27	JYH_770	JYH_770_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N712	S502	Combined	SEQ-2240											
SAMP-888	IRF4 KO 2	IRF4 KO 2	mouse	EXP-1352	JYH	2018-12-27	JYH_771	JYH_771_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N701	S503	Combined	SEQ-2241											
SAMP-889	IRF4 KO 1 + Dox	IRF4 KO 1 + Dox	mouse	EXP-1353	JYH	2018-12-27	JYH_772	JYH_772_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N702	S505	Combined	SEQ-2242											
SAMP-890	IRF4 KO 2 + Dox	IRF4 KO 2 + Dox	mouse	EXP-1354	JYH	2018-12-27	JYH_773	JYH_773_1_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.17	N703	S506	Combined	SEQ-2243											
SAMP-688	A0016	A0016_T2D	human	EXP-1394	JYH	2018-12-14	JYH_775	JYH_775_1_2	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+55	PE	0.33	2	1-8	Combined	SEQ-2244											
SAMP-691	A0018	A0018_Control	human	EXP-1395	JYH	2018-12-14	JYH_776	JYH_776_1_2	scATAC-seq	EPIGEN	NextSeq550 High	50+43+37+55	PE	0.33	3	1-8	Combined	SEQ-2245											
SAMP-952	CTC WT83c6 8 mo	JB_38	human	EXP-1396	JIB	2018-12-18	JB_38	JB_38	scRNA-seq	EPIGEN	NextSeq550 Mid	26+8+0+98	PE	0.50	SI-GA-D6			SEQ-2246											
SAMP-953	CTC WT83c6 10 mo	JB_39	human	EXP-1397	JIB	2018-12-18	JB_39	JB_39	scRNA-seq	EPIGEN	NextSeq550 Mid	26+8+0+98	PE	0.50	SI-GA-D7			SEQ-2247											
SAMP-226	D00_Rep2	D00_Rep2	human	EXP-1398	RMM	2019-01-04	RMM_140	RMM_140	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A001		H3K27me3	SEQ-2248											
SAMP-228	D03_Rep2 (D3_Rep4)	D03_Rep2 (D3_Rep4)	human	EXP-1399	RMM	2019-01-04	RMM_141	RMM_141	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A002		H3K27me3	SEQ-2249											
SAMP-230	D05_Rep2_VE (D5_V5R2)	D05_Rep2_VE (D5_V5R2)	human	EXP-1400	RMM	2019-01-04	RMM_142	RMM_142	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A007		H3K27me3	SEQ-2250											
SAMP-232	D07_Rep2_VE (D7_VER2)	D07_Rep2_VE (D7_VER2)	human	EXP-1401	RMM	2019-01-04	RMM_143	RMM_143	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A008		H3K27me3	SEQ-2251											
SAMP-234	D09_Rep2_VE (D9_VER2)	D09_Rep2_VE (D9_VER2)	human	EXP-1402	RMM	2019-01-04	RMM_144	RMM_144	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A009		H3K27me3	SEQ-2252											
SAMP-236	D15_Rep2_VE (D15_V15R2)	D15_Rep2_VE (D15_V15R2)	human	EXP-1403	RMM	2019-01-04	RMM_145	RMM_145	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A010		H3K27me3	SEQ-2253											
SAMP-238	D05_Rep2_CM (D5_CMR4)	D05_Rep2_CM (D5_CMR4)	human	EXP-1404	RMM	2019-01-04	RMM_146	RMM_146	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A003		H3K27me3	SEQ-2254											
SAMP-240	D07_Rep2_CM (D7_C7R2)	D07_Rep2_CM (D7_C7R2)	human	EXP-1405	RMM	2019-01-04	RMM_147	RMM_147	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A004		H3K27me3	SEQ-2255											
SAMP-242	D09_Rep2_CM (D9_C9R2)	D09_Rep2_CM (D9_C9R2)	human	EXP-1406	RMM	2019-01-04	RMM_148	RMM_148	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A005		H3K27me3	SEQ-2256											
SAMP-244	D15_Rep2_CM (D15_CMR2)	D15_Rep2_CM (D15_CMR2)	human	EXP-1407	RMM	2019-01-04	RMM_149	RMM_149	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A006		H3K27me3	SEQ-2257											
SAMP-246	D05_Rep2_Epi (E5R2)	D05_Rep2_Epi (E5R2)	human	EXP-1408	RMM	2019-01-04	RMM_150	RMM_150	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A011		H3K27me3	SEQ-2258											
SAMP-248	D07_Rep2_Epi (E7R2)	D07_Rep2_Epi (E7R2)	human	EXP-1409	RMM	2019-01-04	RMM_151	RMM_151	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A012		H3K27me3	SEQ-2259											
SAMP-250	D09_Rep2_Epi (E9R2)	D09_Rep2_Epi (E9R2)	human	EXP-1410	RMM	2019-01-04	RMM_152	RMM_152	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A013		H3K27me3	SEQ-2260											
SAMP-252	D15_Rep2_Epi (E15R2)	D15_Rep2_Epi (E15R2)	human	EXP-1411	RMM	2019-01-04	RMM_153	RMM_153	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A014		H3K27me3	SEQ-2261											
SAMP-254	D20_Rep2_Epi (E20R2)	D20_Rep2_Epi (E20R2)	human	EXP-1412	RMM	2019-01-04	RMM_154	RMM_154	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A015		H3K27me3	SEQ-2262											
SAMP-916	GM19240	GM19240	human	EXP-1413	RMM	2019-01-04	RMM_155	RMM_155	ChIP-Seq	EPIGEN	NextSeq550 Mid	75	PE	0.11	A016		H3K27me3	SEQ-2263											
SAMP-954	D205220	PBMC_1_10x	human	EXP-1414	JYH	2019-01-05	JYH_778	JYH_778	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.33	C1		HFYN5AFXY	SEQ-2264											
SAMP-956	Veh 400K	Evans_Veh_10x	mouse	EXP-1415	JYH	2019-01-05	JYH_779	JYH_779	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.33	D1		HFYN5AFXY	SEQ-2265											
SAMP-958	O+P 400K	Evans_Treated_10x	mouse	EXP-1416	JYH	2019-01-05	JYH_780	JYH_780	10x scATAC-seq	EPIGEN	NextSeq550 Mid	50+8+16+50	PE	0.33	E1		HFYN5AFXY	SEQ-2266											
SAMP-779	D032-RML-BPS-2	lung tissue 3 year	human	EXP-1420	XH	2019-01-09	XH_104	XH_104	scATAC-seq	EPIGEN	NextSeq550 Mid	50+10+12+50	PE	0.33				SEQ-2267											
SAMP-952	CTC WT83c6	Brain organoid 8_10M	human	EXP-1421	XH	2019-01-09	XH_105[1]	XH_105[1]	scATAC-seq	EPIGEN	NextSeq550 Mid	50+10+12+50	PE	0.33				SEQ-2268											
SAMP-953	CTC WT83c6	Brain organoid 8_10M	human	EXP-1422	XH	2019-01-09	XH_105[2]	XH_105[2]	scATAC-seq	EPIGEN	NextSeq550 Mid	50+10+12+50	PE	0.33				SEQ-2269											
SAMP-955	Veh 900K	Evans_Veh_snATAC	mouse	EXP-1423	JYH	2019-01-13	JYH_784	JYH_784	scATAC-seq	EPIGEN	NextSeq550 High	50+10+12+50	PE	0.25	1	1-8	HGL3CBGX9	SEQ-2270											
SAMP-957	O+P 900K	Evans_Treated_snATAC	mouse	EXP-1424	JYH	2019-01-13	JYH_785	JYH_785	scATAC-seq	EPIGEN	NextSeq550 High	50+10+12+50	PE	0.25	2	1-8	HGL3CBGX9	SEQ-2271											
SAMP-948	6282_nPOD_1	6282_nPOD_1_wholetissue	human	EXP-1425	JYH	2019-01-13	JYH_786	JYH_786	scATAC-seq	EPIGEN	NextSeq550 High	50+10+12+50	PE	0.25	3	1-8	HGL3CBGX9	SEQ-2272											
SAMP-949	6251_nPOD_2	6251_nPOD_2_wholetissue	human	EXP-1426	JYH	2019-01-13	JYH_787	JYH_787	scATAC-seq	EPIGEN	NextSeq550 High	50+10+12+50	PE	0.25	4	1-8	HGL3CBGX9	SEQ-2273											
SAMP-950	Tumor_1_4nqo	Tumor_1_4nqo	human	EXP-1427	JYH	2019-01-14	JYH_788	JYH_788	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	N706	S508		SEQ-2274											
SAMP-951	Tumor_B_4nqo	Tumor_B_4nqo	human	EXP-1428	JYH	2019-01-14	JYH_789	JYH_789	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	N707	S510		SEQ-2275											
SAMP-849	87541L	87541L	mouse	EXP-1339	JYH	2018-11-27	JYH_758	JYH_758_2	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.13	N702	S506		SEQ-2276											
SAMP-735	NJ_02	LNZ308 (glioma cell line)	Human	EXP-1263	JYH	2018-12-27	JYH_716	JYH_716_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.03	N718	X521		SEQ-2277											
SAMP-737	NJ_04	U87 (glioma cell line)	Human	EXP-1265	JYH	2018-12-27	JYH_718	JYH_718_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.09	N721	X523		SEQ-2278											
SAMP-738	NJ_05	GSC23 (glioma cell line)	Human	EXP-1266	JYH	2018-12-27	JYH_719	JYH_719_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.09	X743	X524		SEQ-2279											
SAMP-739	NJ_06	GSC23 (glioma cell line)	Human	EXP-1267	JYH	2018-12-27	JYH_720	JYH_720_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.07	X744	X525		SEQ-2280											
SAMP-740	NJ_07	LN229 (glioma cell line)	Human	EXP-1268	JYH	2018-12-27	JYH_721	JYH_721_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.03	X745	X526		SEQ-2281											
SAMP-742	NJ_09	T98G (glioma cell line)	Human	EXP-1270	JYH	2018-12-27	JYH_723	JYH_723_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.06	X747	X528		SEQ-2282											
SAMP-743	NJ_10	T98G (glioma cell line)	Human	EXP-1271	JYH	2018-12-27	JYH_724	JYH_724_3	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.08	X748	X529		SEQ-2283											
