IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.												
To be completed by wet lab team member												Experiment Index (DO NOT CHANGE)
Sample Index (from MSTS)	sample ID (from MSTS)	Team member intials	Date experiment started	Date experiment completed	Experiment type	Protocol used	Reference to notebook and page number	Passed pre-sequencing QC? (see SOP; if not, please explain in notes)	Sequencing library generated? (enter in mSeqTS)	Library ID (if library generated)	Notes	
SAMP-619	MC38	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_159	MC38_H3K4me3 - Pfizer ChIP (round 1, missing 2 cell lines)	EXP-773
SAMP-621	B16-OVA	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_160	B16-OVA_H3K4me3 - Pfizer ChIP (round 1, missing 2 cell lines)	EXP-774
SAMP-617	PTEN/P53 S3	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_161	PTEN/P53_H3K27me3 - Pfizer ChIP (round 1, missing 2 cell lines)	EXP-775
SAMP-618	TRAMP C3	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_162	TRAMP C3_H3K27me3  - Pfizer ChIP (round 1, missing 2 cell lines)	EXP-776
SAMP-619	MC38	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_163	MC38_H3K27me3  - Pfizer ChIP (round 1, missing 2 cell lines)	EXP-777
SAMP-621	B16-OVA	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_164	B16-OVA_H3K27me3  - Pfizer ChIP (round 1, missing 2 cell lines)	EXP-778
SAMP-617	PTEN/P53 S3	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_165	PTEN/P53 S3_Input - Pfizer ChIP (round 1, missing 2 cell lines)	EXP-779
SAMP-618	TRAMP C3	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_166	TRAMP C3_Input- Pfizer ChIP (round 1, missing 2 cell lines)	EXP-780
SAMP-619	MC38	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_167	MC38_Input - Pfizer ChIP (round 1, missing 2 cell lines)	EXP-781
SAMP-621	B16-OVA	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_168	B16-OVA_Input - Pfizer ChIP (round 1, missing 2 cell lines)	EXP-782
SAMP-596	KP	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_169	KP_H3K36me3 - JHMI ChIP	EXP-783
SAMP-596	KP	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_170	KP_Input - JHMI ChIP	EXP-784
SAMP-597	con0066	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_171	Con0066_H3K36me3 - JHMI ChIP	EXP-785
SAMP-597	con0066	AVD	5/15/2018	5/31/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_172	Con0066_Input - JHMI ChIP	EXP-786
SAMP-628	Nx_8wk_M	XH	6/6/2018	6/7/2018	scRNA-seq	10x genomics		Yes	Yes	XH_34		EXP-787
SAMP-629	Hprx_8wk_M	XH	6/6/2018	6/7/2018	scRNA-seq	10x genomics		Yes	Yes	XH_35		EXP-788
SAMP-226	D00_Rep1	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_173	CVDC_D0_r1_H3K4me1	EXP-789
SAMP-228	D03_Rep1	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_174	CVDC_D3_r1_H3K4me1	EXP-790
SAMP-238	D05_Rep1_CM	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_175	CVDC_CM_D5_r1_H3K4me1	EXP-791
SAMP-240	D07_Rep1_CM	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_176	CVDC_CM_D7_r1_H3K4me1	EXP-792
SAMP-242	D09_Rep1_CM	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_177	CVDC_CM_D9_r1_H3K4me1	EXP-793
SAMP-244	D15_Rep1_CM	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_178	CVDC_CM_D15_r1_H3K4me1	EXP-794
SAMP-246	D05_Rep1_Epi	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_179	CVDC_Epi_D5_r1_H3K4me1	EXP-795
SAMP-248	D07_Rep1_Epi	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_180	CVDC_Epi_D7_r1_H3K4me1	EXP-796
SAMP-250	D09_Rep1_Epi	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_181	CVDC_Epi_D9_r1_H3K4me1	EXP-797
SAMP-252	D15_Rep1_Epi	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_182	CVDC_Epi_D15_r1_H3K4me1	EXP-798
SAMP-254	D20_Rep1_Epi	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_183	CVDC_Epi_D20_r1_H3K4me1	EXP-799
SAMP-230	D05_Rep1_VE	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_184	CVDC_VE_D5_r1_H3K4me1	EXP-800
SAMP-232	D07_Rep1_VE	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_185	CVDC_VE_D7_r1_H3K4me1	EXP-801
SAMP-234	D09_Rep1_VE	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_186	CVDC_VE_D9_r1_H3K4me1	EXP-802
SAMP-236	D15_Rep1_VE	AVD	5/9/2018	6/6/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_187	CVDC_VE_D15_r1_H3K4me1	EXP-803
SAMP-622	ID8_Luc	AVD		6/22/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_188	Pfizer K4me3/K27me3	EXP-804
SAMP-622	ID8_Luc	AVD		6/22/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_189	Pfizer K4me3/K27me3	EXP-805
SAMP-620	RENCA	AVD		6/22/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_190	Pfizer K4me3/K27me3	EXP-806
SAMP-620	RENCA	AVD		6/22/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_191	Pfizer K4me3/K27me3	EXP-807
SAMP-622	ID8_Luc	AVD		6/22/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_192	Pfizer K4me3/K27me3	EXP-808
SAMP-620	RENCA	AVD		6/22/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_193	Pfizer K4me3/K27me3	EXP-809
NA	GM12878_CST_H3K4me3	AVD		6/22/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_194	Antibody Validation set 2	EXP-810
NA	GM12878_RM_H3K36me3	AVD		6/22/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_195	Antibody Validation set 2	EXP-811
NA	GM12878_AM_H3K36me3	AVD		6/22/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_196	Antibody Validation set 2	EXP-812
NA	GM12878_RM_H3K4me3	AVD		6/22/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_197	Antibody Validation set 2	EXP-813
NA	GM12878_AM_H3K4me3	AVD		6/22/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_198	Antibody Validation set 2	EXP-814
NA	GM12878_AM_H3K9me3	AVD		6/22/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_199	Antibody Validation set 2	EXP-815
NA	GM12878_Input	AVD		6/22/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_200	Antibody Validation set 2	EXP-816
SAMP-617	PTEN/P53 S3	AVD	6/11/18	6/15/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_201	Pfizer K27me3 re-do from contamination w new antibody	EXP-817
SAMP-618	TRAMP C3	AVD	6/11/18	6/15/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_202	Pfizer K27me3 re-do from contamination w new antibody	EXP-818
SAMP-619	MC38	AVD	6/11/18	6/15/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_203	Pfizer K27me3 re-do from contamination w new antibody	EXP-819
SAMP-621	B16-OVA	AVD	6/11/18	6/15/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_204	Pfizer K27me3 re-do from contamination w new antibody	EXP-820
SAMP-617	PTEN/P53 S3	AVD	6/11/18	6/15/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_205	Pfizer K27me3 re-do from contamination w new antibody	EXP-821
SAMP-618	TRAMP C3	AVD	6/11/18	6/15/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_206	Pfizer K27me3 re-do from contamination w new antibody	EXP-822
SAMP-619	MC38	AVD	6/11/18	6/15/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_207	Pfizer K27me3 re-do from contamination w new antibody	EXP-823
SAMP-621	B16-OVA	AVD	6/11/18	6/15/18	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_208	Pfizer K27me3 re-do from contamination w new antibody	EXP-824
SAMP-126	GM_SNAP10	JYH	5/7/2018	5/7/2018	ATAC-seq	ATAC-Seq_Cells	nb1_p214	yes	Yes	JYH_470	Tempus control_nuclei	EXP-825
SAMP-226	D00_Rep1	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_209	CVDC Input 1	EXP-826
SAMP-227	D00_Rep2	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_210	CVDC Input 1	EXP-827
SAMP-228	D03_Rep1	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_211	CVDC Input 1	EXP-828
SAMP-229	D03_Rep2	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_212	CVDC Input 1	EXP-829
SAMP-238	D05_Rep1_CM	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_213	CVDC Input 1	EXP-830
SAMP-240	D07_Rep1_CM	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_214	CVDC Input 1	EXP-831
SAMP-242	D09_Rep1_CM	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_215	CVDC Input 1	EXP-832
SAMP-244	D15_Rep1_CM	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_216	CVDC Input 1	EXP-833
SAMP-246	D05_Rep1_Epi	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_217	CVDC Input 1	EXP-834
SAMP-248	D07_Rep1_Epi	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_218	CVDC Input 1	EXP-835
SAMP-250	D09_Rep1_Epi	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_219	CVDC Input 1	EXP-836
SAMP-252	D15_Rep1_Epi	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_220	CVDC Input 1	EXP-837
SAMP-254	D20_Rep1_Epi	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_221	CVDC Input 1	EXP-838
SAMP-230	D05_Rep1_VE	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_222	CVDC Input 1	EXP-839
SAMP-232	D07_Rep1_VE	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_223	CVDC Input 1	EXP-840
SAMP-234	D09_Rep1_VE	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_224	CVDC Input 1	EXP-841
SAMP-236	D15_Rep1_VE	AVD	5/9/2018	6/21/2018	ChIP-seq	Active Motif ChIP-IT High Sensitivity / Swift Library Prep	Nb1_p_	Yes	Yes	AVD_225	CVDC Input 1	EXP-842
SAMP-671	CEMBA180514_5B	XH	5/14/18	5/15/18	scATAC-seq	scATAC-seq_tissues	Nb1_p_74	Yes	Yes	XH_39		EXP-843
SAMP-672	CEMBA180529_5B	XH	5/29/18	5/30/18	scATAC-seq	scATAC-seq for tissue	Nb1_p_80	Yes	Yes	XH_40		EXP-844
SAMP-673	CEMBA180612_5D	XH	6/12/18	6/13/18	scATAC-seq	scATAC-seq for tissue	Nb1_p_85	Yes	Yes	XH_41		EXP-845
SAMP-674	CEMBA180618_5D	XH	6/18/18	6/20/18	scATAC-seq	scATAC-seq for tissue	Nb1_p_88	Yes	Yes	XH_42		EXP-846
SAMP-675	CEMBA180619_4G	XH	6/19/18	6/20/18	scATAC-seq	scATAC-seq for tissue	Nb1_p_88	Yes	Yes	XH_43		EXP-847
Other	Epigen GM19240	RM	5/10/18	5/29/18	Other (please explain in notes)	Fast 4C	Nb1_p_105-111	Yes	Yes	RMM_83 & RMM_84	Two Library ID's generated with one sample. Difference is primer sets during PCR. 	EXP-848
Other	HepG2	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_473	Biomek_19th	EXP-849
Other	HepG2	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_474	Biomek_19th	EXP-850
Other	HepG2	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_475	Biomek_19th	EXP-851
Other	3T3	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_476	Biomek_19th	EXP-852
Other	3T3	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_477	Biomek_19th	EXP-853
Other	3T3	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_478	Biomek_19th	EXP-854
Other	GM12878	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_479	Biomek_19th	EXP-855
Other	GM12878	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_480	Biomek_19th	EXP-856
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_481	Biomek_19th	EXP-857
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_482	Biomek_19th	EXP-858
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_483	Biomek_19th	EXP-859
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_484	Biomek_19th	EXP-860
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_485	Biomek_19th	EXP-861
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_486	Biomek_19th	EXP-862
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_487	Biomek_19th	EXP-863
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_488	Biomek_19th	EXP-864
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_489	Biomek_19th_size selection by hand	EXP-865
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_490	Biomek_19th_size selection by hand	EXP-866
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_491	Biomek_19th_size selection by hand	EXP-867
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_492	Biomek_19th_size selection by hand	EXP-868
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_493	Biomek_19th_size selection by hand	EXP-869
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_494	Biomek_19th_size selection by hand	EXP-870
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_495	Biomek_19th_size selection by hand	EXP-871
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_496	Biomek_19th_size selection by hand	EXP-872
SAMP-159	GM19240	JYH	6/8/18	6/8/18	ATAC-seq	ATAC-Seq_Cells	nb1_p220	Yes	Yes	JYH_497	Biomek_19th_size selection by hand	EXP-873
SAMP-676	MBP#1820_Hippocampus	JYH	6/13/18	6/13/18	ATAC-seq	ATAC-Seq_Cells	nb1_p224	Yes	Yes	JYH_498	Telese method	EXP-874
SAMP-677	MBP#1821_Hippocampus	JYH	6/13/18	6/13/18	ATAC-seq	ATAC-Seq_Cells	nb1_p224	Yes	Yes	JYH_499	Telese method	EXP-875
SAMP-678	MBP#1821_Cortex	JYH	6/13/18	6/13/18	ATAC-seq	ATAC-Seq_Cells	nb1_p224	Yes	Yes	JYH_500	Telese method	EXP-876
SAMP-159	GM19240	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_501	Biomek_20th SDS test	EXP-877
SAMP-159	GM19240	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_502	Biomek_20th SDS test	EXP-878
SAMP-159	GM19240	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_503	Biomek_20th SDS test	EXP-879
SAMP-159	GM19240	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_504	Biomek_20th SDS test	EXP-880
SAMP-159	GM19240	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_505	Biomek_20th SDS test	EXP-881
SAMP-159	GM19240	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_506	Biomek_20th SDS test	EXP-882
SAMP-159	GM19240	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_507	Biomek_20th SDS test	EXP-883
SAMP-159	GM19240	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_508	Biomek_20th SDS test	EXP-884
Other	HepG2	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_509	Biomek_20th SDS test	EXP-885
Other	HepG2	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_510	Biomek_20th SDS test	EXP-886
Other	HepG2	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_511	Biomek_20th SDS test	EXP-887
Other	HepG2	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_512	Biomek_20th SDS test	EXP-888
Other	HepG2	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_513	Biomek_20th SDS test	EXP-889
Other	HepG2	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_514	Biomek_20th SDS test	EXP-890
Other	HepG2	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_515	Biomek_20th SDS test	EXP-891
Other	HepG2	JYH	6/15/18	6/15/18	ATAC-seq	ATAC-Seq_Cells	nb1_p226	Yes	Yes	JYH_516	Biomek_20th SDS test	EXP-892
SAMP-547	UMB 40 Human	XH	3/22/18	3/23/18	scATAC-seq	sc_ATAC_seq for tissue	nb1_p55	yes	Yes	XW_76		EXP-893
SAMP-547	UMB 40 Human	XH	6/26/18	6/28/18	scATAC-seq	sc_ATAC_seq for tissue	nb1_p91	yes	Yes	XH_36		EXP-894
SAMP-687	Control_Brain_Myeloid	XH	7/10/18	7/11/18	scRNA-seq	10x genomics	nb1_p	yes	Yes	XH_37		EXP-895
SAMP-687	Control_Brain_Myeloid	XH	7/10/18	7/11/18	scRNA-seq	10x genomics	nb1_p	yes	Yes	XH_38		EXP-896
SAMP-679	Laura_osTIR	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_517	Hand	EXP-897
SAMP-680	Laura_RAD21	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_518	Hand	EXP-898
SAMP-681	Laura_HDAC	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_519	Hand	EXP-899
SAMP-682	Laura_dTAG	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_520	Hand	EXP-900
SAMP-649	1	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_521	Hand	EXP-901
SAMP-650	2	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_522	Hand	EXP-902
SAMP-651	3	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_523	Hand	EXP-903
SAMP-645	PC9	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_524	Hand	EXP-904
SAMP-646	SF767	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_525	Hand	EXP-905
SAMP-647	PC9	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_526	Hand	EXP-906
SAMP-648	SF767	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_527	Hand	EXP-907
SAMP-159	GM19240	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_528	Hand Slow 5%	EXP-908
SAMP-679	Laura_osTIR	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_529	Biomek	EXP-909
SAMP-680	Laura_RAD21	JYH	7/6/18	7/6/18	ATAC-seq	ATAC-Seq_Cells	nb1_p	yes	Yes	JYH_530	Biomek	EXP-910
