												
To be completed by wet lab team member												Experiment Index (DO NOT CHANGE)
Sample Index (from MSTS)	sample ID (from MSTS)	Team member intials	Date experiment started	Date experiment completed	Experiment type	Protocol used	Reference to notebook and page number	Passed pre-sequencing QC? (see SOP; if not, please explain in notes)	Sequencing library generated? (enter in mSeqTS)	Library ID (if library generated)	Notes	
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1097	Panc1_H6_Lysis	EXP-2410
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1098	Panc1_A7_Trypsin	EXP-2411
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1099	Panc1_B7_Trypsin	EXP-2412
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1100	Panc1_C7_Trypsin	EXP-2413
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1101	Panc1_D7_Trypsin	EXP-2414
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1102	Panc1_E7_Trypsin	EXP-2415
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1103	Panc1_F7_Trypsin	EXP-2416
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1104	Panc1_G7_Trypsin	EXP-2417
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1105	Panc1_H7_Trypsin	EXP-2418
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1106	Panc1_A8	EXP-2419
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1107	Panc1_B8	EXP-2420
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1108	Panc1_C8	EXP-2421
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1109	Panc1_D8	EXP-2422
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1110	Panc1_E8	EXP-2423
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1111	Panc1_F8	EXP-2424
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1112	Panc1_G8	EXP-2425
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1113	Panc1_H8	EXP-2426
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1114	GM19240_A9	EXP-2427
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1115	GM19240_B9	EXP-2428
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1116	GM19240_C9	EXP-2429
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1117	GM19240_D9	EXP-2430
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1118	GM19240_E9	EXP-2431
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1119	GM19240_F9	EXP-2432
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1120	GM19240_G9	EXP-2433
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1121	GM19240_H9	EXP-2434
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1122	Panc1_A10	EXP-2435
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1123	Panc1_B10	EXP-2436
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1124	Panc1_C10	EXP-2437
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1125	Panc1_D10	EXP-2438
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1126	Panc1_E10	EXP-2439
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1127	Panc1_F10	EXP-2440
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1128	Panc1_G10	EXP-2441
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1129	Panc1_H10	EXP-2442
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1130	GM19240_A11	EXP-2443
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1131	GM19240_B11	EXP-2444
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1132	GM19240_C11	EXP-2445
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1133	GM19240_D11	EXP-2446
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1134	GM19240_E11	EXP-2447
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1135	GM19240_F11	EXP-2448
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1136	GM19240_G11	EXP-2449
SAMP-159	GM19240	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1137	GM19240_H11	EXP-2450
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1138	Panc1_A12	EXP-2451
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1139	Panc1_B12	EXP-2452
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1140	Panc1_C12	EXP-2453
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1141	Panc1_D12	EXP-2454
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1142	Panc1_E12	EXP-2455
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1143	Panc1_F12	EXP-2456
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1144	Panc1_G12	EXP-2457
SAMP-1116	Panc1	JYH	6/21/2019	6/21/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1145	Panc1_H12	EXP-2458
SAMP-1535	MCF par-1	JYH	6/26/2019	6/26/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1146		EXP-2459
SAMP-1536	MCF par-2	JYH	6/26/2019	6/26/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1147		EXP-2460
SAMP-1537	MCF par-3	JYH	6/26/2019	6/26/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1148		EXP-2461
SAMP-1538	MCF par + EZ-1	JYH	6/26/2019	6/26/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1149		EXP-2462
SAMP-1539	MCF par + EZ-2	JYH	6/26/2019	6/26/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1150		EXP-2463
SAMP-1540	MCF par + EZ-3	JYH	6/26/2019	6/26/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1151		EXP-2464
SAMP-1541	MCF par + Ful-1	JYH	6/26/2019	6/26/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1152		EXP-2465
SAMP-1542	MCF par + Ful-2	JYH	6/26/2019	6/26/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1153		EXP-2466
SAMP-1543	MCF par + Ful-3	JYH	6/26/2019	6/26/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1154		EXP-2467
SAMP-1544	MCF par + EZ + Ful-1	JYH	6/26/2019	6/26/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1155		EXP-2468
SAMP-1545	MCF par + EZ + Ful-2	JYH	6/26/2019	6/26/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1156		EXP-2469
SAMP-1546	MCF par + EZ + Ful-3	JYH	6/26/2019	6/26/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1157		EXP-2470
SAMP-1562	HCC1428 par-1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1158		EXP-2471
SAMP-1563	HCC1428 par-2	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1159		EXP-2472
SAMP-1564	HCC1428 par-3	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1160		EXP-2473
SAMP-1565	HCC1428 + EZ-1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1161		EXP-2474
SAMP-1566	HCC1428 + EZ-2	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1162		EXP-2475
SAMP-1567	HCC1428 + EZ-3	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1163		EXP-2476
SAMP-1116	Panc1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1164		EXP-2477
SAMP-1562	HCC1428 par-1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1165	Biomek	EXP-2478
SAMP-1563	HCC1428 par-2	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1166	Biomek	EXP-2479
SAMP-1564	HCC1428 par-3	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1167	Biomek	EXP-2480
SAMP-1565	HCC1428 + EZ-1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1168	Biomek	EXP-2481
SAMP-1566	HCC1428 + EZ-2	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1169	Biomek	EXP-2482
SAMP-1567	HCC1428 + EZ-3	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1170	Biomek	EXP-2483
SAMP-1116	Panc1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1171	Biomek_1560	EXP-2484
SAMP-1116	Panc1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1172	Biomek_3125	EXP-2485
SAMP-1116	Panc1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1173	Biomek_6250	EXP-2486
SAMP-1116	Panc1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1174	Biomek_12500	EXP-2487
SAMP-1116	Panc1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1175	Biomek_25000	EXP-2488
SAMP-1116	Panc1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1176	Biomek_50000	EXP-2489
SAMP-1116	Panc1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1177	Biomek_100000	EXP-2490
SAMP-1116	Panc1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1178	Biomek_150000	EXP-2491
SAMP-1562	HCC1428 par-1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1179	Biomek_25000	EXP-2492
SAMP-1562	HCC1428 par-1	JYH	6/27/2019	6/27/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1180	Biomek_100000	EXP-2493
SAMP-1185	SM-A8WNH-lung	XH	6/19/2019	6/21/2019	scATAC-seq	sc_ATAC for tissue	Nb2_pg_	Yes	Yes	XH_240		EXP-2494
SAMP-1204	SM-IOBHS-pancreas	XH	6/19/2019	6/21/2019	scATAC-seq	sc_ATAC for tissue	Nb2_pg_	Yes	Yes	XH_241		EXP-2495
SAMP-1202	SM-IOBHQ-nerve tibial	XH	6/19/2019	6/21/2019	scATAC-seq	sc_ATAC for tissue	Nb2_pg_	Yes	Yes	XH_242		EXP-2496
SAMP-1203	SM-IOBHR - ovary	MM	6/13/19	6/14/19	scATAC-seq	sc_ATAC for tissue	Nb2_pg34-36	Yes	Yes	MM_82		EXP-2497
SAMP-1189	SM-A9HOS - vagina	SP	6/10/2019	6/10/2019	scATAC-seq	sc_ATAC for tissue	Nb3_pg	Yes	Yes	JH_52		EXP-2498
SAMP-1191	SM-AZPYO - colon sigmoid	SP	6/10/2019	6/10/2019	scATAC-seq	sc_ATAC for tissue	Nb3_pg	Yes	Yes	JH_53		EXP-2499
SAMP-1184	SM-A62GO - small intestine	SP	6/10/2019	6/10/2019	scATAC-seq	sc_ATAC for tissue	Nb3_pg	Yes	Yes	JH_54		EXP-2500
SAMP-1205	SM-IOBHT - skin (non exposed) 	SP	6/17/19	6/17/19	scATAC-seq	sc_ATAC for tissue	Nb3_pg	Yes	Yes	JH_55		EXP-2501
SAMP-1206	SM-IOBHU - skin (exposed)	SP	6/17/19	6/17/19	scATAC-seq	sc_ATAC for tissue	Nb3_pg	Yes	Yes	JH_56		EXP-2502
SAMP-1190	SM-A9HOW - colon transverse	SP	6/17/19	6/17/19	scATAC-seq	sc_ATAC for tissue	Nb3_pg	Yes	Yes	JH_57		EXP-2503
SAMP-1209	SM-IOBHX - uterus	SP	6/17/19	6/17/19	scATAC-seq	sc_ATAC for tissue	Nb3_pg	Yes	Yes	JH_58		EXP-2504
SAMP-1197	SM-IOBHL - mammary	SP	6/26/19	6/26/19	scATAC-seq	sc_ATAC for tissue	Nb3_pg	Yes	Yes	JH_59		EXP-2505
SAMP-1194	SM-IOBHI - adispose subcutaneous	SP	6/26/19	6/26/19	scATAC-seq	sc_ATAC for tissue	Nb3_pg	Yes	Yes	JH_60		EXP-2506
SAMP-1195	SM-IOBHJ - adipose visceral	SP	6/26/19	6/26/19	scATAC-seq	sc_ATAC for tissue	Nb3_pg	Yes	Yes	JH_61		EXP-2507
SAMP-1580	Normoxia_1	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_1	HIF	EXP-2508
SAMP-1581	Normoxia_2	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_2	HIF	EXP-2509
SAMP-1582	Normoxia_3	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_3	HIF	EXP-2510
SAMP-1583	Hypoxia_1	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_4	HIF	EXP-2511
SAMP-1584	Hypoxia_2	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_5	HIF	EXP-2512
SAMP-1585	Hypoxia_3	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_6	HIF	EXP-2513
SAMP-1580	Normoxia_1	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_7	NANOG	EXP-2514
SAMP-1581	Normoxia_2	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_8	NANOG	EXP-2515
SAMP-1582	Normoxia_3	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_9	NANOG	EXP-2516
SAMP-1583	Hypoxia_1	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_10	NANOG	EXP-2517
SAMP-1584	Hypoxia_2	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_11	NANOG	EXP-2518
SAMP-1585	Hypoxia_3	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_12	NANOG	EXP-2519
SAMP-1580	Normoxia_1	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_13	Input	EXP-2520
SAMP-1583	Hypoxia_1	DUG	7/3/19	7/3/19	ChIP-seq	N/A	Nb0_pg0	Yes	N/A	DUGHL_14	Input	EXP-2521
SAMP-1586	brain frozen pieces-Root lab	XH	6/24/19	6/28/19	ATAC-seq	ATAC-seq for cells	Nb2_pg	Yes	Yes	XH_243		EXP-2522
SAMP-1587	brain fresh nuclei-Root lab	XH	6/24/19	6/28/19	ATAC-seq	ATAC-seq for cells	Nb2_pg	Yes	Yes	XH_244		EXP-2523
SAMP-1588	Brain frozen tissue-Root lab	XH	6/27/19	6/28/19	ATAC-seq	ATAC-seq for cells	Nb2_pg	Yes	Yes	XH_245		EXP-2524
SAMP-1292	ADDZ208(normal)	MM	6/25/2019	6/26/2019	scATAC-seq	10X single cell ATAC	Nb2_pg41-42	Yes		MM_83	index: F9 10x test in sorting liver	EXP-2525
SAMP-1292	ADDZ208(normal)	MM	6/25/2019	6/26/2019	scATAC-seq	10X single cell ATAC	Nb2_pg41-42	Yes		MM_84	index: G9 10x test in unsorted sorting liver	EXP-2526
SAMP-1547	FulR + F-1	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1181		EXP-2527
SAMP-1548	FulR + F-2	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1182		EXP-2528
SAMP-1549	FulR + F-3	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1183		EXP-2529
SAMP-1550	FulR -F-1	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1184		EXP-2530
SAMP-1551	FulR -F-2	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1185		EXP-2531
SAMP-1552	FulR -F-3	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1186		EXP-2532
SAMP-1553	FulR -F + F-1	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1187		EXP-2533
SAMP-1554	FulR -F + F-2	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1188		EXP-2534
SAMP-1555	FulR -F + F-3	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1189		EXP-2535
SAMP-1556	FulR + EZ-1	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1190		EXP-2536
SAMP-1557	FulR + EZ-2	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1191		EXP-2537
SAMP-1558	FulR + EZ-3	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1192		EXP-2538
SAMP-1559	FulR + EZ + F-1	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1193		EXP-2539
SAMP-1560	FulR + EZ + F-2	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1194		EXP-2540
SAMP-1561	FulR + EZ + F-3	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1195		EXP-2541
SAMP-1116	Panc1	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1196		EXP-2542
SAMP-1116	Panc1	JYH	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_	Yes	Yes	JYH_1197		EXP-2543
SAMP-1547	FulR + F-1	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_23	biomek	EXP-2544
SAMP-1548	FulR + F-2	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_24	biomek	EXP-2545
SAMP-1549	FulR + F-3	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_25	biomek	EXP-2546
SAMP-1550	FulR -F-1	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_26	biomek	EXP-2547
SAMP-1551	FulR -F-2	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_27	biomek	EXP-2548
SAMP-1552	FulR -F-3	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_28	biomek	EXP-2549
SAMP-1553	FulR -F + F-1	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_29	biomek	EXP-2550
SAMP-1554	FulR -F + F-2	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_30	biomek	EXP-2551
SAMP-1555	FulR -F + F-3	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_31	biomek	EXP-2552
SAMP-1556	FulR + EZ-1	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_32	biomek	EXP-2553
SAMP-1557	FulR + EZ-2	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_33	biomek	EXP-2554
SAMP-1558	FulR + EZ-3	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_34	biomek	EXP-2555
SAMP-1559	FulR + EZ + F-1	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_35	biomek	EXP-2556
SAMP-1560	FulR + EZ + F-2	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_36	biomek	EXP-2557
SAMP-1561	FulR + EZ + F-3	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_37	biomek	EXP-2558
SAMP-1116	Panc1	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_38	biomek_stock	EXP-2559
SAMP-1116	Panc1	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_39	biomek_live	EXP-2560
SAMP-1116	Panc1	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_40	biomek_stock	EXP-2561
SAMP-1116	Panc1	QY	7/3/2019	7/3/2019	ATAC-seq	ATAC-seq for cells	Nb1_pg_8	Yes	Yes	QY_41	biomek_live	EXP-2562
SAMP-1589	CEMBA190702_7G	MM	7/2/2019	7/3/2019	scATAC-seq	10X single cell ATAC	Nb2_pg44			MM_85	Index:G12 test for CEMBA	EXP-2563
SAMP-1006	D175-RML-BPS-3	JIB	6/25/19	6/26/19	scATAC-seq	10x single cell ATAC	NB1	Yes	Yes	JB_107	Unsorted	EXP-2564
SAMP-1006	D175-RML-BPS-3	JIB	6/25/19	6/26/19	scATAC-seq	10x single cell ATAC	NB1	Yes	Yes	JB_108	Sorted	EXP-2565
SAMP-1464	Smarcd3-1 FLB14	QY	7/10/19	7/11/19	ATAC-seq	ATAC-seq for tissue	Nb1_pg_12	Yes	Yes	QY_48		EXP-2566
