IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.																													
To be completed by wet lab team member																		Sequncing file index (DO NOT CHANGE)	To be completed by bioinformatics team member										
Sample Index (from MSTS)	sample ID (from MSTS)	Label (for QC report)	species 	Experiment Index (from METS)	Team member intials	Date submitted for sequencing	Library ID	Sequencing ID	Experiment type	Sequening core	Machine	Sequening length	Read type	Portion of lane	i5 Index (or single index)	i7 index (if applicable)	Notes		Date sequencing completed	Team member intitials	Genome	Total_reads	Final_reads	Final_yield	Mito_frac	TSS_enrichment	FRoP	Link for sharing files	Notes
NA	Chi_D0_Input Optimization_DF15	Chi_D0_Input Optimization_DF15	human	EXP-511	AVD	3/15/2018	AVD_115	AVD_115	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A008	NA - TruSeq	Chi ChIP Input Testing	SEQ-741			NA	NA	NA	NA	NA	NA	NA		
NA	Chi_D0_Input Optimization_DF20	Chi_D0_Input Optimization_DF20	human	EXP-512	AVD	3/15/2018	AVD_116	AVD_116	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A009	NA - TruSeq	Chi ChIP Input Testing	SEQ-742			NA	NA	NA	NA	NA	NA	NA		
NA	Chi_D0_Input Optimization_DF25	Chi_D0_Input Optimization_DF25	human	EXP-513	AVD	3/15/2018	AVD_117	AVD_117	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A010	NA - TruSeq	Chi ChIP Input Testing	SEQ-743			NA	NA	NA	NA	NA	NA	NA		
NA	Chi_D9 CM_Input Optimization_DF5	Chi_D9 CM_Input Optimization_DF5	human	EXP-514	AVD	3/15/2018	AVD_118	AVD_118	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A011	NA - TruSeq	Chi ChIP Input Testing	SEQ-744			NA	NA	NA	NA	NA	NA	NA		
NA	Chi_D9 CM_Input Optimization_DF10	Chi_D9 CM_Input Optimization_DF10	human	EXP-515	AVD	3/15/2018	AVD_119	AVD_119	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A020	NA - TruSeq	Chi ChIP Input Testing	SEQ-745			NA	NA	NA	NA	NA	NA	NA		
NA	Chi_D9 CM_Input Optimization_DF15	Chi_D9 CM_Input Optimization_DF15	human	EXP-516	AVD	3/15/2018	AVD_120	AVD_120	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A021	NA - TruSeq	Chi ChIP Input Testing	SEQ-746			NA	NA	NA	NA	NA	NA	NA		
NA	Chi_D9 CM_Input Optimization_DF20	Chi_D9 CM_Input Optimization_DF20	human	EXP-517	AVD	3/15/2018	AVD_121	AVD_121	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A022	NA - TruSeq	Chi ChIP Input Testing	SEQ-747			NA	NA	NA	NA	NA	NA	NA		
NA	Chi_D9 CM_Input Optimization_DF25	Chi_D9 CM_Input Optimization_DF25	human	EXP-518	AVD	3/15/2018	AVD_122	AVD_122	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A023	NA - TruSeq	Chi ChIP Input Testing	SEQ-748			NA	NA	NA	NA	NA	NA	NA		
NA	ENCODE tissue QC_27mg	ENCODE tissue QC_27mg	mouse	EXP-519	AVD	3/15/2018	AVD_123	AVD_123	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A025	NA - TruSeq	ENCODE Input Test	SEQ-749			NA	NA	NA	NA	NA	NA	NA		
NA	ENCODE tissue QC_37mg	ENCODE tissue QC_37mg	mouse	EXP-520	AVD	3/15/2018	AVD_124	AVD_124	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A027	NA - TruSeq	ENCODE Input Test	SEQ-750			NA	NA	NA	NA	NA	NA	NA		
NA	SRC_1625_cortex+RNase trt	SRC_1625_cortex+RNase trt	mouse	NA	AVD	3/15/2018	SRC_1625	SRC_1625	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.07	A018	NA - TruSeq	SRC cortex + RNase trt	SEQ-751			NA	NA	NA	NA	NA	NA	NA		
NA	SRC_1626_cortex-RNase trt	SRC_1626_cortex-RNase trt	mouse	NA	AVD	3/15/2018	SRC_1626	SRC_1626	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.07	A019	NA - TruSeq	SRC cortex - RNase trt	SEQ-752			NA	NA	NA	NA	NA	NA	NA		
Other	NA	Man.Grind (TIF) H1	Mouse	EXP-503	RMM	3/15/2018	RMM_22	RMM_22	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	712	508		SEQ-753			NA	NA	NA	NA	NA	NA	NA		
Other	NA	Man.Grind (TIF) H2	Mouse	EXP-504	RMM	3/15/2018	RMM_23	RMM_23	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	711	511		SEQ-754			NA	NA	NA	NA	NA	NA	NA		
Other	NA	Man.Grind (TIF) C1	Mouse	EXP-505	RMM	3/15/2018	RMM_24	RMM_24	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	703	510		SEQ-755			NA	NA	NA	NA	NA	NA	NA		
Other	NA	Man.Grind (TIF) C2	Mouse	EXP-506	RMM	3/15/2018	RMM_25	RMM_25	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	706	505		SEQ-756			NA	NA	NA	NA	NA	NA	NA		
Other	NA	Man.Grind (TIF) M1	Mouse	EXP-507	RMM	3/15/2018	RMM_26	RMM_26	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	704	503		SEQ-757			NA	NA	NA	NA	NA	NA	NA		
Other	NA	Man.Grind (TIF) M2	Mouse	EXP-508	RMM	3/15/2018	RMM_27	RMM_27	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	710	506		SEQ-758			NA	NA	NA	NA	NA	NA	NA		
SAMP-528	NesCre-GFPpos Head	NesCre-GFPpos Head	Mouse	EXP-523	AVD	3/23/2018	AVD_125	AVD_125	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	N701	S502	Jax sorting GFP - New samples test 1	SEQ-759			NA	NA	NA	NA	NA	NA	NA		
SAMP-528	NesCre-GFPneg Head	NesCre-GFPneg Head	Mouse	EXP-524	AVD	3/23/2018	AVD_126	AVD_126	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	N702	S505	Jax sorting GFP - New samples test 1	SEQ-760			NA	NA	NA	NA	NA	NA	NA		
SAMP-528	NesCre Head All	NesCre Head All	Mouse	EXP-525	AVD	3/23/2018	AVD_127	AVD_127	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	N703	S508	Jax sorting GFP - New samples test 1	SEQ-761			NA	NA	NA	NA	NA	NA	NA		
SAMP-529	NesCre-GFPpos Body	NesCre-GFPpos Body	Mouse	EXP-526	AVD	3/23/2018	AVD_128	AVD_128	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	N704	S506	*INDEX_Jax sorting GFP - New samples test 1; Could be 507	SEQ-762			NA	NA	NA	NA	NA	NA	NA		
SAMP-529	NesCre-GFPneg Body	NesCre-GFPneg Body	Mouse	EXP-527	AVD	3/23/2018	AVD_129	AVD_129	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	N710	S511	*INDEX_Jax sorting GFP - New samples test 1; Could be 508	SEQ-763			NA	NA	NA	NA	NA	NA	NA		
SAMP-529	NesCre Body All	NesCre Body All	Mouse	EXP-528	AVD	3/23/2018	AVD_130	AVD_130	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	N706	S510	*INDEX_Jax sorting GFP - New samples test 1; Could be 510	SEQ-764			NA	NA	NA	NA	NA	NA	NA		
NA	Chi_D3_Input Optimization_DF10	Chi_D3_Input Optimization_DF10	Human	EXP-529	AVD	3/23/2018	AVD_131	AVD_131	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A019	NA - TruSeq	Chi Chromatin Shearing Optimization	SEQ-765			NA	NA	NA	NA	NA	NA	NA		
NA	Chi_D3_Input Optimization_DF15	Chi_D3_Input Optimization_DF15	Human	EXP-530	AVD	3/23/2018	AVD_132	AVD_132	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A018	NA - TruSeq	Chi Chromatin Shearing Optimization	SEQ-766			NA	NA	NA	NA	NA	NA	NA		
NA	Chi_D3_Input Optimization_DF20	Chi_D3_Input Optimization_DF20	Human	EXP-531	AVD	3/23/2018	AVD_133	AVD_133	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A016	NA - TruSeq	Chi Chromatin Shearing Optimization	SEQ-767			NA	NA	NA	NA	NA	NA	NA		
NA	Chi_D3_Input Optimization_DF25	Chi_D3_Input Optimization_DF25	Human	EXP-532	AVD	3/23/2018	AVD_134	AVD_134	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A015	NA - TruSeq	Chi Chromatin Shearing Optimization	SEQ-768			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube1	Human	EXP-430	AVD	3/23/2018	AVD_135	AVD_135	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A014	NA - TruSeq	K562_Input Test for Reproducibility	SEQ-769			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube2	Human	EXP-431	AVD	3/23/2018	AVD_136	AVD_136	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A013	NA - TruSeq	K562_Input Test for Reproducibility	SEQ-770			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube3	Human	EXP-432	AVD	3/23/2018	AVD_137	AVD_137	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A012	NA - TruSeq	K562_Input Test for Reproducibility	SEQ-771			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube4	Human	EXP-433	AVD	3/23/2018	AVD_138	AVD_138	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A007	NA - TruSeq	K562_Input Test for Reproducibility	SEQ-772			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube5	Human	EXP-434	AVD	3/23/2018	AVD_139	AVD_139	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A006	NA - TruSeq	K562_Input Test for Reproducibility	SEQ-773			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube6	Human	EXP-435	AVD	3/23/2018	AVD_140	AVD_140	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A005	NA - TruSeq	K562_Input Test for Reproducibility	SEQ-774			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube7	Human	EXP-436	AVD	3/23/2018	AVD_141	AVD_141	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A004	NA - TruSeq	K562_Input Test for Reproducibility	SEQ-775			NA	NA	NA	NA	NA	NA	NA		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube8	Human	EXP-437	AVD	3/23/2018	AVD_142	AVD_142	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	A002	NA - TruSeq	K562_Input Test for Reproducibility	SEQ-776			NA	NA	NA	NA	NA	NA	NA		
SAMP-546	Human from Salk	Human Brain Dounce	Human	EXP-502	XW	3/27/2018	XW_75	XW_75	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-777			NA	NA	NA	NA	NA	NA	NA		
SAMP-547	UMB 40 Human	Human Brain Grind	Human		XW	3/27/2018	XW_76	XW_76	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-778			NA	NA	NA	NA	NA	NA	NA		
		Mini Brain Atlas_2D_Rep1	Mouse		XH	3/27/2018	XW_77	XW_77	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-779			NA	NA	NA	NA	NA	NA	NA		
SAMP-560	CEMBA180319_2D	Mini Brain Atlas_2D_Rep2	Mouse	EXP-521	XW	3/27/2018	XW_78	XW_78	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-780			NA	NA	NA	NA	NA	NA	NA		
SAMP-561	CEMBA180320_3E	Mini Brain Atlas_3E_Rep1	Mouse	EXP-522	XW	3/27/2018	XW_79	XW_79	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-781			NA	NA	NA	NA	NA	NA	NA		
SAMP-48	AN15506	AN15506	Human	EXP-534	JYH	3/13/2018	XW_71	XW_71	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00	Rep 1	Rep 1		SEQ-782			NA	NA	NA	NA	NA	NA	NA		
SAMP-378	Human Brain Nuclei crude	Human Brain Nuclei crude 25yr MD	human	EXP-492	XW	3/13/2018	XW_72	XW_72	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-689			NA	NA	NA	NA	NA	NA	NA		
N/A - DG	Cort_RNaseA+_input	Cort_RNasePos_1	Mouse	NA	DUG	NA	SRC1639	SRC1639	ChIP-seq	LICR	HiSeq2500	50	PE	NA	A07	NA	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_03_28_DIP_A/PE_03282018_DIPA	SEQ-783			NA	NA	NA	NA	NA	NA	NA		
N/A - DG	Cort_RNaseA+_input	Cort_RNasePos_2	Mouse	NA	DUG	NA	SRC1640	SRC1640	ChIP-seq	LICR	HiSeq2500	50	PE	NA	A12	NA	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_03_28_DIP_A/PE_03282018_DIPA	SEQ-784			NA	NA	NA	NA	NA	NA	NA		
N/A - DG	Cort_RNaseA-_input	Cort_RNaseNeg_1	Mouse	NA	DUG	NA	SRC1641	SRC1641	ChIP-seq	LICR	HiSeq2500	50	PE	NA	A13	NA	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_03_28_DIP_A/PE_03282018_DIPA	SEQ-785			NA	NA	NA	NA	NA	NA	NA		
N/A - DG	Cort_RNaseA-_input	Cort_RNaseNeg_2	Mouse	NA	DUG	NA	SRC1642	SRC1642	ChIP-seq	LICR	HiSeq2500	50	PE	NA	A14	NA	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_03_28_DIP_A/PE_03282018_DIPA	SEQ-786			NA	NA	NA	NA	NA	NA	NA		
N/A - DG	Liver_RNaseA+_input	Liv_RNasePos_1	Mouse	NA	DUG	NA	SRC1643	SRC1643	ChIP-seq	LICR	HiSeq2500	50	PE	NA	A15	NA	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_03_28_DIP_A/PE_03282018_DIPA	SEQ-787			NA	NA	NA	NA	NA	NA	NA		
N/A - DG	Liver_RNaseA+_input	Liv_RNasePos_2	Mouse	NA	DUG	NA	SRC1644	SRC1644	ChIP-seq	LICR	HiSeq2500	50	PE	NA	A16	NA	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_03_28_DIP_A/PE_03282018_DIPA	SEQ-788			NA	NA	NA	NA	NA	NA	NA		
N/A - DG	Liver_RNaseA-_input	Liv_RNaseNeg_1	Mouse	NA	DUG	NA	SRC1645	SRC1645	ChIP-seq	LICR	HiSeq2500	50	PE	NA	A18	NA	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_03_28_DIP_A/PE_03282018_DIPA	SEQ-789			NA	NA	NA	NA	NA	NA	NA		
N/A - DG	Liver_RNaseA-_input	Liv_RNaseNeg_2	Mouse	NA	DUG	NA	SRC1646	SRC1646	ChIP-seq	LICR	HiSeq2500	50	PE	NA	A19	NA	/mnt/promoter4/Bin_Raw_Sequence_Data/2018/2018_03_28_DIP_A/PE_03282018_DIPA	SEQ-790			NA	NA	NA	NA	NA	NA	NA		
N/A - RM	K_562_1	K_562_1	Human	EXP-535	RMM	4/6/2018	RMM_28	RMM_29	Hi-C	EPIGEN	NextSeq550 High	75	PE	0.18				SEQ-791			NA	NA	NA	NA	NA	NA	NA		
N/A - RM	Active Motif 12878_1	Active Motif 12878_1	Human	EXP-536	RMM	4/6/2018	RMM_29	RMM_30	Hi-C	EPIGEN	NextSeq550 High	75	PE	0.18				SEQ-792			NA	NA	NA	NA	NA	NA	NA		
N/A - RM	Actove Motif 12878_2	Actove Motif 12878_2	Human	EXP-537	RMM	4/6/2018	RMM_30	RMM_31	Hi-C	EPIGEN	NextSeq550 High	75	PE	0.18				SEQ-793			NA	NA	NA	NA	NA	NA	NA		
N/A - RM	Epigen 12878_1	Epigen 12878_1	Human	EXP-538	RMM	4/6/2018	RMM_31	RMM_32	Hi-C	EPIGEN	NextSeq550 High	75	PE	0.18				SEQ-794			NA	NA	NA	NA	NA	NA	NA		
N/A - RM	Epigen 12878_2	Epigen 12878_2	Human	EXP-539	RMM	4/6/2018	RMM_32	RMM_33	Hi-C	EPIGEN	NextSeq550 High	75	PE	0.18				SEQ-795			NA	NA	NA	NA	NA	NA	NA		
N/A - RM	GM12878-Arima-1	GM12878-Arima-1	Human	EXP-541	RMM	4/6/2018	RMM_33	RMM_34	Hi-C	EPIGEN	NextSeq550 High	75	PE	0.18				SEQ-796			NA	NA	NA	NA	NA	NA	NA		
N/A - RM	GM12878 Epigen	GM12878 Epigen	Human	EXP-542	RMM	4/6/2018	RMM_34	RMM_35	Hi-C	EPIGEN	NextSeq550 High	75	PE	0.18				SEQ-797			NA	NA	NA	NA	NA	NA	NA		
SAMP-475	CW60278-none	CW60278-none	human	EXP-448	JYH	4/9/2018	JYH_288	JYH_288_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	502	701	Gleeson	SEQ-798			NA	NA	NA	NA	NA	NA	NA		
SAMP-476	CW60278-1hr	CW60278-1hr	human	EXP-449	JYH	4/9/2018	JYH_289	JYH_289_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	503	702	Gleeson	SEQ-799			NA	NA	NA	NA	NA	NA	NA		
SAMP-477	CW60278-6hr	CW60278-6hr	human	EXP-450	JYH	4/9/2018	JYH_290	JYH_290_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	505	703	Gleeson	SEQ-800			NA	NA	NA	NA	NA	NA	NA		
SAMP-478	CW60037-none	CW60037-none	human	EXP-451	JYH	4/9/2018	JYH_291	JYH_291_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	506	704	Gleeson	SEQ-801			NA	NA	NA	NA	NA	NA	NA		
SAMP-479	CW60037-1hr	CW60037-1hr	human	EXP-452	JYH	4/9/2018	JYH_292	JYH_292_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	507	705	Gleeson	SEQ-802			NA	NA	NA	NA	NA	NA	NA		
SAMP-480	CW60037-6hr	CW60037-6hr	human	EXP-453	JYH	4/9/2018	JYH_293	JYH_293_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	508	706	Gleeson	SEQ-803			NA	NA	NA	NA	NA	NA	NA		
SAMP-481	2703 2-1 - none	2703 2-1 - none	human	EXP-454	JYH	4/9/2018	JYH_294	JYH_294_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	510	707	Gleeson	SEQ-804			NA	NA	NA	NA	NA	NA	NA		
SAMP-482	2703 2-1 - 1hr	2703 2-1 - 1hr	human	EXP-455	JYH	4/9/2018	JYH_295	JYH_295_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	511	710	Gleeson	SEQ-805			NA	NA	NA	NA	NA	NA	NA		
SAMP-483	2703 2-1 - 6 hr	2703 2-1 - 6 hr	human	EXP-456	JYH	4/9/2018	JYH_296	JYH_296_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	502	711	Gleeson	SEQ-806			NA	NA	NA	NA	NA	NA	NA		
SAMP-484	2703 3-3 - none	2703 3-3 - none	human	EXP-457	JYH	4/9/2018	JYH_297	JYH_297_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	503	712	Gleeson	SEQ-807			NA	NA	NA	NA	NA	NA	NA		
SAMP-485	2703 3-3 - 1hr	2703 3-3 - 1hr	human	EXP-458	JYH	4/9/2018	JYH_298	JYH_298_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	505	701	Gleeson	SEQ-808			NA	NA	NA	NA	NA	NA	NA		
SAMP-486	2703 3-3 - 6hr	2703 3-3 - 6hr	human	EXP-459	JYH	4/9/2018	JYH_299	JYH_299_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	506	702	Gleeson	SEQ-809			NA	NA	NA	NA	NA	NA	NA		
SAMP-487	2703 3-4 - none	2703 3-4 - none	human	EXP-460	JYH	4/9/2018	JYH_300	JYH_300_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	507	703	Gleeson	SEQ-810			NA	NA	NA	NA	NA	NA	NA		
SAMP-488	2703 3-4 - 1hr	2703 3-4 - 1hr	human	EXP-461	JYH	4/9/2018	JYH_301	JYH_301_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	508	704	Gleeson	SEQ-811			NA	NA	NA	NA	NA	NA	NA		
SAMP-489	2703 3-4 - 6hr	2703 3-4 - 6hr	human	EXP-462	JYH	4/9/2018	JYH_302	JYH_302_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.28	510	705	Gleeson	SEQ-812			NA	NA	NA	NA	NA	NA	NA		
Other	Brain3	Brain3_Immediate	Mouse	EXP-543	JYH		JYH_375	JYH_375	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	502	701	Immediate	SEQ-813			NA	NA	NA	NA	NA	NA	NA		
Other	Brain4	Brain4_Immediate	Mouse	EXP-544	JYH		JYH_376	JYH_376	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	503	702	Immediate	SEQ-814			NA	NA	NA	NA	NA	NA	NA		
Other	Heart3	Heart3_Immediate	Mouse	EXP-545	JYH		JYH_377	JYH_377	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	505	703	Immediate	SEQ-815			NA	NA	NA	NA	NA	NA	NA		
Other	Heart4	Heart4_Immediate	Mouse	EXP-546	JYH		JYH_378	JYH_378	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	506	704	Immediate	SEQ-816			NA	NA	NA	NA	NA	NA	NA		
Other	Lung3	Lung3_Immediate	Mouse	EXP-547	JYH		JYH_379	JYH_379	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	507	705	Immediate	SEQ-817			NA	NA	NA	NA	NA	NA	NA		
Other	Lung4	Lung4_Immediate	Mouse	EXP-548	JYH		JYH_380	JYH_380	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	508	706	Immediate	SEQ-818			NA	NA	NA	NA	NA	NA	NA		
Other	Brain3	Brain3_3week_ground	Mouse	EXP-549	JYH	4/6/2018	JYH_381	JYH_381	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	507	712	3week_ground	SEQ-819			NA	NA	NA	NA	NA	NA	NA		
Other	Brain4	Brain4_3week_ground	Mouse	EXP-550	JYH	4/6/2018	JYH_382	JYH_382	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	508	701	3week_ground	SEQ-820			NA	NA	NA	NA	NA	NA	NA		
Other	Heart3	Heart3_3week_ground	Mouse	EXP-551	JYH	4/6/2018	JYH_383	JYH_383	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	510	702	3week_ground	SEQ-821			NA	NA	NA	NA	NA	NA	NA		
Other	Heart4	Heart4_3week_ground	Mouse	EXP-552	JYH	4/6/2018	JYH_384	JYH_384	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	511	703	3week_ground	SEQ-822			NA	NA	NA	NA	NA	NA	NA		
Other	Lung3	Lung3_3week_ground	Mouse	EXP-553	JYH	4/6/2018	JYH_385	JYH_385	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	502	704	3week_ground	SEQ-823			NA	NA	NA	NA	NA	NA	NA		
Other	Lung4	Lung4_3week_ground	Mouse	EXP-554	JYH	4/6/2018	JYH_386	JYH_386	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	503	705	3week_ground	SEQ-824			NA	NA	NA	NA	NA	NA	NA		
SAMP-490	WT 1	WT 1	Mouse	EXP-555	JYH	4/6/2018	JYH_316	JYH_316	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	502	706	Neil Chi Heart	SEQ-825			NA	NA	NA	NA	NA	NA	NA		
SAMP-491	WT 2	WT 2	Mouse	EXP-556	JYH	4/6/2018	JYH_317	JYH_317	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	503	707	Neil Chi Heart	SEQ-826			NA	NA	NA	NA	NA	NA	NA		
SAMP-492	Hr mutant 3	Hr mutant 3	Mouse	EXP-557	JYH	4/6/2018	JYH_318	JYH_318	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	505	710	Neil Chi Heart	SEQ-827			NA	NA	NA	NA	NA	NA	NA		
SAMP-493	Hr mutant 4	Hr mutant 4	Mouse	EXP-558	JYH	4/6/2018	JYH_319	JYH_319	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	506	711	Neil Chi Heart	SEQ-828			NA	NA	NA	NA	NA	NA	NA		
Other	Our_K562	Our_K562	human	EXP-559	JYH	4/6/2018	JYH_320	JYH_320	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	502	703	NPB vs Omni_use biomek	SEQ-829			NA	NA	NA	NA	NA	NA	NA		
Other	Our_GM19240	Our_GM19240	human	EXP-560	JYH	4/6/2018	JYH_321	JYH_321	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	503	704	NPB vs Omni_use biomek	SEQ-830			NA	NA	NA	NA	NA	NA	NA		
Other	Omni_K562	Omni_K562	human	EXP-561	JYH	4/6/2018	JYH_322	JYH_322	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	505	705	NPB vs Omni_use biomek	SEQ-831			NA	NA	NA	NA	NA	NA	NA		
Other	Omni_GM19240	Omni_GM19240	human	EXP-562	JYH	4/6/2018	JYH_323	JYH_323	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	506	706	NPB vs Omni_use biomek	SEQ-832			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP10	Biomek_13th_1	human	EXP-563	JYH	4/6/2018	JYH_324	JYH_324	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	502	710	Biomek_13th	SEQ-833			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP10	Biomek_13th_2	human	EXP-563	JYH	4/6/2018	JYH_325	JYH_325	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	503	711	Biomek_13th	SEQ-834			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP10	Biomek_13th_3	human	EXP-563	JYH	4/6/2018	JYH_326	JYH_326	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	505	712	Biomek_13th	SEQ-835			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP10	Biomek_13th_4	human	EXP-563	JYH	4/6/2018	JYH_327	JYH_327	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.01	506	701	Biomek_13th	SEQ-836			NA	NA	NA	NA	NA	NA	NA		
